schemaname,tablename,policyname,permissive,roles,cmd,qual,with_check
public,sms_settings,Users can view SMS settings in their organizations,PERMISSIVE,public,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,sms_templates,Admins can manage SMS templates,PERMISSIVE,public,ALL,"has_org_role(auth.uid(), organization_id, 'admin'::app_role)","has_org_role(auth.uid(), organization_id, 'admin'::app_role)"
public,sms_templates,Users can view SMS templates in their organizations,PERMISSIVE,public,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,stock_alerts,Service role manages stock alerts,PERMISSIVE,service_role,ALL,true,true
public,stock_alerts,Users can view stock alerts for their organizations,PERMISSIVE,authenticated,SELECT,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,stock_movements,Org members can insert stock movements,PERMISSIVE,authenticated,INSERT,,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids))
public,stock_movements,Org members can view stock movements,PERMISSIVE,authenticated,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,stock_movements,Service role can insert stock movements,PERMISSIVE,service_role,INSERT,,true
public,stock_movements,Users can insert stock movements in their organizations,PERMISSIVE,public,INSERT,,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids))
public,stock_settlement_scans,Org members can delete stock settlement scans,PERMISSIVE,public,DELETE,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,stock_settlement_scans,Org members can insert stock settlement scans,PERMISSIVE,public,INSERT,,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids))
public,stock_settlement_scans,Org members can update stock settlement scans,PERMISSIVE,public,UPDATE,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids))
public,stock_settlement_scans,Org members can view stock settlement scans,PERMISSIVE,public,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,stock_settlement_zero_items,Org members can view stock settlement zero items,PERMISSIVE,public,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,stock_settlement_zero_runs,Org members can view stock settlement zero runs,PERMISSIVE,public,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,student_balance_audit,org_student_balance_audit,PERMISSIVE,public,ALL,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,student_fees,org_members_student_fees_delete,PERMISSIVE,authenticated,DELETE,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,student_fees,org_members_student_fees_insert,PERMISSIVE,authenticated,INSERT,,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))"
public,student_fees,org_members_student_fees_select,PERMISSIVE,authenticated,SELECT,"((organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid()))) OR (student_id IN ( SELECT students.id
   FROM students
  WHERE (students.user_id = auth.uid()))))",
public,student_fees,org_members_student_fees_update,PERMISSIVE,authenticated,UPDATE,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,student_ledger_entries,Org members can delete student ledger entries,PERMISSIVE,public,DELETE,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,student_ledger_entries,Org members can insert student ledger entries,PERMISSIVE,public,INSERT,,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids))
public,student_ledger_entries,Org members can update student ledger entries,PERMISSIVE,public,UPDATE,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,student_ledger_entries,Org members can view student ledger entries,PERMISSIVE,public,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,students,org_members_students_delete,PERMISSIVE,authenticated,DELETE,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,students,org_members_students_insert,PERMISSIVE,authenticated,INSERT,,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))"
public,students,org_members_students_select,PERMISSIVE,authenticated,SELECT,"((organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid()))) OR (user_id = auth.uid()))",
public,students,org_members_students_update,PERMISSIVE,authenticated,UPDATE,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,suppliers,Admins and managers can manage suppliers,PERMISSIVE,public,ALL,"(user_belongs_to_org(auth.uid(), organization_id) AND (has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role)))","(user_belongs_to_org(auth.uid(), organization_id) AND (has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role)))"
public,suppliers,Users can view suppliers in their organizations,PERMISSIVE,public,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,teachers,org_members_teachers_delete,PERMISSIVE,authenticated,DELETE,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,teachers,org_members_teachers_insert,PERMISSIVE,authenticated,INSERT,,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))"
public,teachers,org_members_teachers_select,PERMISSIVE,authenticated,SELECT,"((organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid()))) OR (user_id = auth.uid()))",
public,teachers,org_members_teachers_update,PERMISSIVE,authenticated,UPDATE,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,user_permissions,Admins can manage user permissions,PERMISSIVE,public,ALL,"has_org_role(auth.uid(), organization_id, 'admin'::app_role)","has_org_role(auth.uid(), organization_id, 'admin'::app_role)"
public,user_permissions,Users can view their own permissions,PERMISSIVE,public,SELECT,(user_id = auth.uid()),
public,user_roles,Platform admins can delete roles,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'platform_admin'::app_role)",
public,user_roles,Platform admins can insert roles,PERMISSIVE,authenticated,INSERT,,"has_role(auth.uid(), 'platform_admin'::app_role)"
public,user_roles,Platform admins can update roles,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'platform_admin'::app_role)",
public,user_roles,platform_admins_can_view_all_roles,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'platform_admin'::app_role)",
public,user_roles,users_can_view_own_roles,PERMISSIVE,authenticated,SELECT,(user_id = auth.uid()),
public,voucher_entries,Admins and managers can insert vouchers,PERMISSIVE,authenticated,INSERT,,"(user_belongs_to_org(auth.uid(), organization_id) AND (has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role)))"
public,voucher_entries,Creator or admin can delete vouchers,PERMISSIVE,authenticated,DELETE,"(user_belongs_to_org(auth.uid(), organization_id) AND (has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role)) AND is_entry_creator_or_admin(organization_id, created_by))",
public,voucher_entries,Creator or admin can update vouchers,PERMISSIVE,authenticated,UPDATE,"(user_belongs_to_org(auth.uid(), organization_id) AND (has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role)) AND is_entry_creator_or_admin(organization_id, created_by))","(user_belongs_to_org(auth.uid(), organization_id) AND (has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role)) AND is_entry_creator_or_admin(organization_id, created_by))"
public,voucher_entries,Users can view vouchers in their organizations,PERMISSIVE,public,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,voucher_items,Admins and managers can manage voucher items,PERMISSIVE,public,ALL,"(voucher_id IN ( SELECT ve.id
   FROM voucher_entries ve
  WHERE (user_belongs_to_org(auth.uid(), ve.organization_id) AND (has_org_role(auth.uid(), ve.organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), ve.organization_id, 'manager'::app_role)))))","(voucher_id IN ( SELECT ve.id
   FROM voucher_entries ve
  WHERE (user_belongs_to_org(auth.uid(), ve.organization_id) AND (has_org_role(auth.uid(), ve.organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), ve.organization_id, 'manager'::app_role)))))"
public,voucher_items,Users can view voucher items in their organizations,PERMISSIVE,public,SELECT,"(voucher_id IN ( SELECT voucher_entries.id
   FROM voucher_entries
  WHERE (voucher_entries.organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids))))",
public,whatsapp_api_settings,Admins and managers can delete whatsapp settings,PERMISSIVE,authenticated,DELETE,"(has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role))",
public,whatsapp_api_settings,Admins and managers can insert whatsapp settings,PERMISSIVE,authenticated,INSERT,,"(has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role))"
public,whatsapp_api_settings,Admins and managers can update whatsapp settings,PERMISSIVE,authenticated,UPDATE,"(has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role))","(has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role))"
public,whatsapp_api_settings,Admins and managers can view whatsapp settings,PERMISSIVE,authenticated,SELECT,"(has_org_role(auth.uid(), organization_id, 'admin'::app_role) OR has_org_role(auth.uid(), organization_id, 'manager'::app_role))",
public,whatsapp_conversations,Org members can manage conversations,PERMISSIVE,authenticated,ALL,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids))
public,whatsapp_conversations,Org members can view conversations,PERMISSIVE,authenticated,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,whatsapp_conversations,Service role manages conversations with org context,PERMISSIVE,service_role,ALL,(organization_id IS NOT NULL),(organization_id IS NOT NULL)
public,whatsapp_conversations,Users can insert conversations for their organization,PERMISSIVE,public,INSERT,,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))"
public,whatsapp_conversations,Users can update conversations for their organization,PERMISSIVE,public,UPDATE,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,whatsapp_conversations,Users can view conversations for their organization,PERMISSIVE,public,SELECT,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,whatsapp_logs,Platform admins can view all whatsapp logs,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'platform_admin'::app_role)",
public,whatsapp_logs,Users can insert their organization whatsapp logs,PERMISSIVE,public,INSERT,,"user_belongs_to_org(auth.uid(), organization_id)"
public,whatsapp_logs,Users can update their organization whatsapp logs,PERMISSIVE,public,UPDATE,"user_belongs_to_org(auth.uid(), organization_id)",
public,whatsapp_logs,Users can view their organization whatsapp logs,PERMISSIVE,public,SELECT,"user_belongs_to_org(auth.uid(), organization_id)",
public,whatsapp_logs_archive,whatsapp_logs_archive_no_client_access,PERMISSIVE,authenticated,ALL,false,false
public,whatsapp_message_stats,Org members can view own WhatsApp stats,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM organization_members
  WHERE ((organization_members.user_id = auth.uid()) AND (organization_members.organization_id = whatsapp_message_stats.organization_id))))",
public,whatsapp_message_stats,Platform admins can view all WhatsApp stats,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_roles
  WHERE ((user_roles.user_id = auth.uid()) AND (user_roles.role = 'platform_admin'::app_role))))",
public,whatsapp_messages,Org members can manage messages,PERMISSIVE,authenticated,ALL,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids))
public,whatsapp_messages,Org members can view messages,PERMISSIVE,authenticated,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
public,whatsapp_messages,Service role manages messages with org context,PERMISSIVE,service_role,ALL,(organization_id IS NOT NULL),(organization_id IS NOT NULL)
public,whatsapp_messages,Users can insert messages for their organization,PERMISSIVE,public,INSERT,,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))"
public,whatsapp_messages,Users can update messages for their organization,PERMISSIVE,public,UPDATE,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,whatsapp_messages,Users can view messages for their organization,PERMISSIVE,public,SELECT,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,whatsapp_meta_templates,Users can delete their organization meta templates,PERMISSIVE,public,DELETE,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,whatsapp_meta_templates,Users can insert their organization meta templates,PERMISSIVE,public,INSERT,,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))"
public,whatsapp_meta_templates,Users can update their organization meta templates,PERMISSIVE,public,UPDATE,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,whatsapp_meta_templates,Users can view their organization meta templates,PERMISSIVE,public,SELECT,"(organization_id IN ( SELECT organization_members.organization_id
   FROM organization_members
  WHERE (organization_members.user_id = auth.uid())))",
public,whatsapp_templates,Admins can manage templates,PERMISSIVE,public,ALL,"has_org_role(auth.uid(), organization_id, 'admin'::app_role)","has_org_role(auth.uid(), organization_id, 'admin'::app_role)"
public,whatsapp_templates,Users can view templates in their organizations,PERMISSIVE,public,SELECT,(organization_id IN ( SELECT get_user_organization_ids(auth.uid()) AS get_user_organization_ids)),
